filename,lbl
ISIC_0061066,0
ISIC_0057029,2
ISIC_0054724,4
ISIC_0057473,2
ISIC_0059700,7
ISIC_0009946,1
ISIC_0029985,1
ISIC_0059547,0
ISIC_0009885,1
ISIC_0030709,1
ISIC_0033604,1
ISIC_0069292,0
ISIC_0063059,2
ISIC_0000538,1
ISIC_0028791,1
ISIC_0069010,4
ISIC_0062128,1
ISIC_0033142,1
ISIC_0032964,1
ISIC_0068668,1
ISIC_0064975,2
ISIC_0055397,2
ISIC_0026598,1
ISIC_0056651,1
ISIC_0063589,1
ISIC_0055324,1
ISIC_0063034,1
ISIC_0071528,0
ISIC_0059463,4
ISIC_0064954,1
ISIC_0069747,0
ISIC_0009979,1
ISIC_0070035,7
ISIC_0031435,1
ISIC_0025349,1
ISIC_0058427,3
ISIC_0061543,2
ISIC_0025758,4
ISIC_0058819,2
ISIC_0071523,1
ISIC_0064240,0
ISIC_0068294,0
ISIC_0025532,1
ISIC_0000354,1
ISIC_0061281,0
ISIC_0024568,1
ISIC_0029626,1
ISIC_0025150,1
ISIC_0063420,1
ISIC_0026060,4
ISIC_0058400,4
ISIC_0030358,1
ISIC_0060669,1
ISIC_0029041,3
ISIC_0026415,1
ISIC_0065069,0
ISIC_0010552,1
ISIC_0000206_downsampled,1
ISIC_0027939,1
ISIC_0026686,1
ISIC_0027483,1
ISIC_0000520_downsampled,0
ISIC_0027209,1
ISIC_0029313,1
ISIC_0031423,1
ISIC_0001185_downsampled,1
ISIC_0059730,2
ISIC_0009992,0
ISIC_0030900,1
ISIC_0062465,1
ISIC_0011207,1
ISIC_0060871,2
ISIC_0069235,2
ISIC_0063400,2
ISIC_0065725,7
ISIC_0028362,1
ISIC_0024941,1
ISIC_0033901,0
ISIC_0061418,0
ISIC_0065671,0
ISIC_0062226,5
ISIC_0028283,2
ISIC_0066039,2
ISIC_0067128,0
ISIC_0032268,1
ISIC_0032596,0
ISIC_0000024_downsampled,1
ISIC_0054030,7
ISIC_0064347,7
ISIC_0031913,1
ISIC_0026343,2
ISIC_0057493,4
ISIC_0061614,1
ISIC_0031681,1
ISIC_0071289,0
ISIC_0054492,0
ISIC_0031097,1
ISIC_0059121,2
ISIC_0028760,0
ISIC_0065080,1
ISIC_0033625,1
ISIC_0064396,0
ISIC_0028793,1
ISIC_0029576,4
ISIC_0059863,4
ISIC_0065360,0
ISIC_0064422,2
ISIC_0062919,0
ISIC_0009344_downsampled,1
ISIC_0026329,1
ISIC_0014769_downsampled,1
ISIC_0062784,1
ISIC_0033496,0
ISIC_0031531,2
ISIC_0068337,1
ISIC_0031016,4
ISIC_0024823,0
ISIC_0010205,1
ISIC_0014316_downsampled,0
ISIC_0071929,1
ISIC_0070085,3
ISIC_0062337,1
ISIC_0063960,0
ISIC_0054931,4
ISIC_0004166_downsampled,1
ISIC_0065319,1
ISIC_0031673,1
ISIC_0067347,0
ISIC_0029522,4
ISIC_0064937,1
ISIC_0029291,4
ISIC_0027095,1
ISIC_0025674,0
ISIC_0030888,1
ISIC_0025935,1
ISIC_0059619,1
ISIC_0060937,0
ISIC_0033281,1
ISIC_0031031,1
ISIC_0027489,1
ISIC_0025633,1
ISIC_0056346,0
ISIC_0031480,1
ISIC_0029668,1
ISIC_0068270,2
ISIC_0028935,1
ISIC_0054191,2
ISIC_0060718,0
ISIC_0057454,1
ISIC_0063171,2
ISIC_0013794_downsampled,1
ISIC_0029651,0
ISIC_0054968,2
ISIC_0025088,1
ISIC_0055046,0
ISIC_0013578_downsampled,0
ISIC_0060668,1
ISIC_0071313,3
ISIC_0062785,1
ISIC_0028951,1
ISIC_0062722,2
ISIC_0056537,0
ISIC_0031049,1
ISIC_0033417,1
ISIC_0069076,0
ISIC_0032971,1
ISIC_0053863,2
ISIC_0066126,4
ISIC_0030244,5
ISIC_0068153,0
ISIC_0031714,1
ISIC_0067278,2
ISIC_0060427,1
ISIC_0053800,0
ISIC_0013783_downsampled,0
ISIC_0027346,1
ISIC_0070315,2
ISIC_0026413,1
ISIC_0053973,0
ISIC_0063279,2
ISIC_0027097,1
ISIC_0027312,1
ISIC_0029310,1
ISIC_0069971,2
ISIC_0069052,2
ISIC_0071788,0
ISIC_0028785,1
ISIC_0028092,1
ISIC_0029379,1
ISIC_0030167,1
ISIC_0063801,1
ISIC_0028303,2
ISIC_0072965,1
ISIC_0024458,1
ISIC_0013702_downsampled,0
ISIC_0026125,1
ISIC_0000360,1
ISIC_0032539,1
ISIC_0066882,0
ISIC_0059350,0
ISIC_0028649,1
ISIC_0057255,2
ISIC_0067290,1
ISIC_0064451,2
ISIC_0029955,1
ISIC_0054048,0
ISIC_0056330,0
ISIC_0033459,1
ISIC_0033751,1
ISIC_0029444,1
ISIC_0065614,1
ISIC_0062164,1
ISIC_0000427_downsampled,1
ISIC_0008992_downsampled,1
ISIC_0024968,1
ISIC_0024662,6
ISIC_0028402,1
ISIC_0027089,0
ISIC_0013767_downsampled,0
ISIC_0061134,0
ISIC_0065969,0
ISIC_0000187,1
ISIC_0053694,1
ISIC_0033857,1
ISIC_0027893,4
ISIC_0025300,1
ISIC_0000388_downsampled,1
ISIC_0057561,4
ISIC_0056397,1
ISIC_0067745,1
ISIC_0063381,1
ISIC_0031552,2
ISIC_0010206,1
ISIC_0064188,4
ISIC_0030404,1
ISIC_0029788,1
ISIC_0056733,1
ISIC_0066848,0
ISIC_0068967,1
ISIC_0065555,1
ISIC_0054973,0
ISIC_0063462,2
ISIC_0025782,1
ISIC_0061385,3
ISIC_0025962,1
ISIC_0024427,1
ISIC_0030629,1
ISIC_0027770,4
ISIC_0000274,1
ISIC_0060543,1
ISIC_0058940,3
ISIC_0026186,1
ISIC_0026431,1
ISIC_0024838,1
ISIC_0001267_downsampled,1
ISIC_0057436,0
ISIC_0058054,1
ISIC_0065767,0
ISIC_0028515,1
ISIC_0054530,2
ISIC_0065665,2
ISIC_0057153,1
ISIC_0027289,1
ISIC_0026928,1
ISIC_0061285,3
ISIC_0072693,2
ISIC_0014726_downsampled,1
ISIC_0026153,4
ISIC_0064626,2
ISIC_0031751,1
ISIC_0066139,1
ISIC_0029579,1
ISIC_0071365,4
ISIC_0071935,1
ISIC_0030113,1
ISIC_0067529,2
ISIC_0053854,0
ISIC_0072015,1
ISIC_0061330,1
ISIC_0065532,0
ISIC_0016051_downsampled,1
ISIC_0028184,1
ISIC_0059721,1
ISIC_0062806,0
ISIC_0072205,3
ISIC_0031554,0
ISIC_0013488_downsampled,1
ISIC_0027847,1
ISIC_0061899,4
ISIC_0055293,0
ISIC_0033612,0
ISIC_0071078,1
ISIC_0028253,1
ISIC_0000326,1
ISIC_0068478,1
ISIC_0013236_downsampled,4
ISIC_0065848,2
ISIC_0032038,1
ISIC_0067344,1
ISIC_0033696,0
ISIC_0028217,1
ISIC_0067459,1
ISIC_0034043,1
ISIC_0011145,1
ISIC_0031000,4
ISIC_0055748,2
ISIC_0026808,1
ISIC_0056933,2
ISIC_0012725_downsampled,1
ISIC_0027055,1
ISIC_0060079,2
ISIC_0066155,2
ISIC_0064848,1
ISIC_0054179,0
ISIC_0064038,2
ISIC_0014093_downsampled,1
ISIC_0012214_downsampled,4
ISIC_0060094,0
ISIC_0072826,0
ISIC_0034096,1
ISIC_0056843,2
ISIC_0057199,0
ISIC_0027739,4
ISIC_0032284,1
ISIC_0057334,2
ISIC_0061697,2
ISIC_0028984,0
ISIC_0025661,4
ISIC_0031567,1
ISIC_0055184,1
ISIC_0061879,4
ISIC_0064932,1
ISIC_0070352,0
ISIC_0058567,2
ISIC_0056779,1
ISIC_0067814,2
ISIC_0025382,1
ISIC_0026713,6
ISIC_0028152,1
ISIC_0032016,1
ISIC_0025861,1
ISIC_0030429,1
ISIC_0064365,1
ISIC_0055886,2
ISIC_0026445,1
ISIC_0068056,1
ISIC_0024993,1
ISIC_0072459,0
ISIC_0057245,4
ISIC_0059638,4
ISIC_0072773,0
ISIC_0031437,1
ISIC_0032089,1
ISIC_0011348,0
ISIC_0031385,1
ISIC_0059436,1
ISIC_0067354,2
ISIC_0069435,4
ISIC_0015016_downsampled,1
ISIC_0069447,1
ISIC_0030929,0
ISIC_0028813,1
ISIC_0029393,1
ISIC_0065724,3
ISIC_0062741,3
ISIC_0057190,2
ISIC_0030587,1
ISIC_0061770,0
ISIC_0007241_downsampled,1
ISIC_0031740,1
ISIC_0064152,0
ISIC_0024576,1
ISIC_0026115,0
ISIC_0064557,1
ISIC_0067799,3
ISIC_0069098,0
ISIC_0030802,1
ISIC_0055218,7
ISIC_0011304,1
ISIC_0033416,0
ISIC_0070955,1
ISIC_0025141,1
ISIC_0027812,1
ISIC_0033082,1
ISIC_0031548,1
ISIC_0070386,2
ISIC_0030512,0
ISIC_0027592,1
ISIC_0057170,2
ISIC_0029997,1
ISIC_0027194,4
ISIC_0030241,4
ISIC_0059886,3
ISIC_0028633,1
ISIC_0013027_downsampled,1
ISIC_0025524,0
ISIC_0029909,0
ISIC_0062599,1
ISIC_0025522,1
ISIC_0063155,1
ISIC_0029123,2
ISIC_0031945,4
ISIC_0029317,1
ISIC_0031721,2
ISIC_0063047,7
ISIC_0027824,1
ISIC_0026442,2
ISIC_0060225,0
ISIC_0072540,2
ISIC_0061646,4
ISIC_0004309_downsampled,1
ISIC_0066206,2
ISIC_0033635,4
ISIC_0054499,1
ISIC_0060127,2
ISIC_0030312,1
ISIC_0024926,1
ISIC_0025355,1
ISIC_0030480,1
ISIC_0063158,2
ISIC_0030434,1
ISIC_0054707,1
ISIC_0011362,1
ISIC_0032390,1
ISIC_0015999_downsampled,1
ISIC_0071648,0
ISIC_0062031,0
ISIC_0030625,1
ISIC_0032591,1
ISIC_0031555,1
ISIC_0034120,0
ISIC_0065668,0
ISIC_0013398_downsampled,1
ISIC_0015200_downsampled,0
ISIC_0006193_downsampled,1
ISIC_0030654,1
ISIC_0025424,1
ISIC_0032820,1
ISIC_0031482,1
ISIC_0065935,4
ISIC_0058486,1
ISIC_0033811,3
ISIC_0069198,4
ISIC_0026295,1
ISIC_0028996,1
ISIC_0030440,0
ISIC_0025498,1
ISIC_0058518,0
ISIC_0028608,1
ISIC_0026945,1
ISIC_0029619,1
ISIC_0000474,1
ISIC_0060435,1
ISIC_0013888_downsampled,1
ISIC_0057702,0
ISIC_0069011,2
ISIC_0025559,1
ISIC_0068977,3
ISIC_0054012,1
ISIC_0025364,1
ISIC_0027503,1
ISIC_0013982_downsampled,1
ISIC_0072924,0
ISIC_0066975,1
ISIC_0059030,1
ISIC_0010173,1
ISIC_0064667,0
ISIC_0069077,0
ISIC_0070050,0
ISIC_0071176,0
ISIC_0033105,1
ISIC_0069724,2
ISIC_0002616_downsampled,1
ISIC_0071459,2
ISIC_0032406,1
ISIC_0028606,1
ISIC_0029356,1
ISIC_0016009_downsampled,1
ISIC_0072179,1
ISIC_0059564,4
ISIC_0064656,0
ISIC_0012268_downsampled,1
ISIC_0068420,0
ISIC_0056654,4
ISIC_0034027,1
ISIC_0060307,0
ISIC_0056690,1
ISIC_0055061,1
ISIC_0064789,3
ISIC_0065710,2
ISIC_0032354,1
ISIC_0058058,2
ISIC_0059485,1
ISIC_0062818,1
ISIC_0032834,2
ISIC_0062016,0
ISIC_0066144,2
ISIC_0013035_downsampled,4
ISIC_0061701,0
ISIC_0030832,1
ISIC_0030457,1
ISIC_0028070,1
ISIC_0066970,1
ISIC_0033176,1
ISIC_0034185,1
ISIC_0064624,3
ISIC_0015015_downsampled,1
ISIC_0067778,2
ISIC_0024932,0
ISIC_0012670_downsampled,1
ISIC_0030591,7
ISIC_0025032,4
ISIC_0064621,6
ISIC_0068434,1
ISIC_0029925,1
ISIC_0058744,2
ISIC_0027158,1
ISIC_0026795,1
ISIC_0063602,1
ISIC_0026506,0
ISIC_0011374,0
ISIC_0030719,1
ISIC_0069232,4
ISIC_0063923,2
ISIC_0062867,1
ISIC_0028918,1
ISIC_0061057,0
ISIC_0028279,1
ISIC_0064276,0
ISIC_0027187,0
ISIC_0063144,7
ISIC_0061404,0
ISIC_0057269,1
ISIC_0028898,0
ISIC_0062300,4
ISIC_0059621,1
ISIC_0015040_downsampled,1
ISIC_0029756,1
ISIC_0026070,4
ISIC_0067176,1
ISIC_0029412,2
ISIC_0013804_downsampled,1
ISIC_0070613,1
ISIC_0033702,1
ISIC_0030964,2
ISIC_0063745,1
ISIC_0054022,1
ISIC_0027743,1
ISIC_0032168,4
ISIC_0028954,1
ISIC_0067408,4
ISIC_0031544,1
ISIC_0071979,2
ISIC_0028932,1
ISIC_0012416_downsampled,4
ISIC_0013443_downsampled,4
ISIC_0058569,0
ISIC_0054144,2
ISIC_0029347,1
ISIC_0068409,7
ISIC_0000019_downsampled,1
ISIC_0072305,1
ISIC_0072846,1
ISIC_0060419,1
ISIC_0030475,1
ISIC_0062747,2
ISIC_0034190,1
ISIC_0028875,1
ISIC_0056787,7
ISIC_0012501_downsampled,4
ISIC_0024480,1
ISIC_0069569,1
ISIC_0073063,2
ISIC_0027852,1
ISIC_0064010,0
ISIC_0032088,1
ISIC_0067750,1
ISIC_0032060,1
ISIC_0063471,1
ISIC_0071899,2
ISIC_0029577,1
ISIC_0060371,1
ISIC_0065179,2
ISIC_0024996,1
ISIC_0028989,2
ISIC_0058075,0
ISIC_0016035_downsampled,1
ISIC_0027456,1
ISIC_0031985,1
ISIC_0059707,0
ISIC_0067573,1
ISIC_0071360,1
ISIC_0059321,1
ISIC_0031066,1
ISIC_0061298,3
ISIC_0012452_downsampled,4
ISIC_0015355_downsampled,1
ISIC_0024705,4
ISIC_0031974,1
ISIC_0031743,7
ISIC_0054122,2
ISIC_0030401,1
ISIC_0029390,1
ISIC_0030303,1
ISIC_0053540,1
ISIC_0064961,1
ISIC_0067655,0
ISIC_0024460,1
ISIC_0060357,3
ISIC_0069239,1
ISIC_0025111,1
ISIC_0070789,2
ISIC_0058873,4
ISIC_0066529,1
ISIC_0064448,0
ISIC_0067248,0
ISIC_0013355_downsampled,1
ISIC_0031127,1
ISIC_0056292,0
ISIC_0072109,0
ISIC_0068746,2
ISIC_0055663,2
ISIC_0033038,0
ISIC_0067703,1
ISIC_0062333,1
ISIC_0010562,1
ISIC_0027833,1
ISIC_0009945,1
ISIC_0063132,4
ISIC_0064342,0
ISIC_0005787_downsampled,1
ISIC_0030029,1
ISIC_0026380,1
ISIC_0034017,1
ISIC_0000507,1
ISIC_0015163_downsampled,0
ISIC_0072901,4
ISIC_0030027,1
ISIC_0070827,2
ISIC_0028629,1
ISIC_0016062_downsampled,1
ISIC_0055263,1
ISIC_0065548,2
ISIC_0034013,1
ISIC_0068010,1
ISIC_0015003_downsampled,1
ISIC_0027787,1
ISIC_0026692,1
ISIC_0027588,3
ISIC_0065182,1
ISIC_0031449,4
ISIC_0072807,2
ISIC_0064699,2
ISIC_0025764,1
ISIC_0062760,1
ISIC_0059029,0
ISIC_0073104,4
ISIC_0056980,1
ISIC_0032476,0
ISIC_0062194,2
ISIC_0014195_downsampled,1
ISIC_0025021,1
ISIC_0067200,0
ISIC_0061365,3
ISIC_0069703,2
ISIC_0000036_downsampled,0
ISIC_0010605,1
ISIC_0072129,2
ISIC_0070907,4
ISIC_0066706,4
ISIC_0000256,1
ISIC_0033745,1
ISIC_0033354,2
ISIC_0032226,1
ISIC_0069363,1
ISIC_0026841,1
ISIC_0000299,0
ISIC_0069692,4
ISIC_0064719,1
ISIC_0027344,4
ISIC_0032649,1
ISIC_0029410,1
ISIC_0059165,0
ISIC_0027402,0
ISIC_0059292,1
ISIC_0032308,0
ISIC_0026185,1
ISIC_0053688,3
ISIC_0067784,2
ISIC_0033839,1
ISIC_0030448,1
ISIC_0029618,1
ISIC_0024695,1
ISIC_0033563,1
ISIC_0066137,2
ISIC_0031178,1
ISIC_0064593,7
ISIC_0062944,0
ISIC_0056904,3
ISIC_0065703,2
ISIC_0053538,3
ISIC_0061513,4
ISIC_0026385,1
ISIC_0064546,7
ISIC_0030671,1
ISIC_0064217,1
ISIC_0015018_downsampled,1
ISIC_0067587,4
ISIC_0009934,0
ISIC_0029411,1
ISIC_0058194,4
ISIC_0028287,1
ISIC_0033127,4
ISIC_0000490,1
ISIC_0030234,1
ISIC_0069478,4
ISIC_0030651,1
ISIC_0027084,7
ISIC_0062108,2
ISIC_0066507,3
ISIC_0067604,3
ISIC_0069837,1
ISIC_0072149,4
ISIC_0029709,1
ISIC_0063529,2
ISIC_0069661,1
ISIC_0030679,1
ISIC_0015412_downsampled,1
ISIC_0066330,1
ISIC_0030854,1
ISIC_0065026,0
ISIC_0028968,0
ISIC_0060402,1
ISIC_0072042,4
ISIC_0069822,1
ISIC_0060785,1
ISIC_0053932,4
ISIC_0064559,0
ISIC_0030458,4
ISIC_0010201,1
ISIC_0014600_downsampled,4
ISIC_0063793,0
ISIC_0033866,3
ISIC_0030976,4
ISIC_0062507,1
ISIC_0029092,0
ISIC_0014211_downsampled,1
ISIC_0061757,4
ISIC_0025777,4
ISIC_0060492,1
ISIC_0063317,4
ISIC_0058904,7
ISIC_0027152,1
ISIC_0012785_downsampled,4
ISIC_0062571,4
ISIC_0009083_downsampled,1
ISIC_0032696,2
ISIC_0066247,1
ISIC_0033954,1
ISIC_0056549,1
ISIC_0025992,3
ISIC_0026775,4
ISIC_0070625,2
ISIC_0032473,1
ISIC_0031618,1
ISIC_0013689_downsampled,1
ISIC_0067340,1
ISIC_0057913,0
ISIC_0056922,0
ISIC_0025371,1
ISIC_0024989,1
ISIC_0059387,0
ISIC_0032524,1
ISIC_0030492,1
ISIC_0026827,4
ISIC_0027030,0
ISIC_0014708_downsampled,1
ISIC_0065190,2
ISIC_0067210,0
ISIC_0070044,1
ISIC_0054684,2
ISIC_0061716,1
ISIC_0026460,1
ISIC_0059076,0
ISIC_0030354,1
ISIC_0064002,1
ISIC_0032490,1
ISIC_0031318,2
ISIC_0061320,0
ISIC_0010603,1
ISIC_0055316,6
ISIC_0030831,1
ISIC_0024406,1
ISIC_0028097,1
ISIC_0026888,1
ISIC_0032735,1
ISIC_0065992,3
ISIC_0034247,1
ISIC_0030870,5
ISIC_0025528,1
ISIC_0059448,0
ISIC_0053668,1
ISIC_0030030,1
ISIC_0032806,0
ISIC_0054121,2
ISIC_0072280,0
ISIC_0060055,3
ISIC_0013030_downsampled,4
ISIC_0031973,1
ISIC_0028505,0
ISIC_0009879,1
ISIC_0060659,0
ISIC_0031553,1
ISIC_0010038,1
ISIC_0061254,2
ISIC_0060340,0
ISIC_0030996,1
ISIC_0024915,4
ISIC_0069939,3
ISIC_0029398,1
ISIC_0067009,0
ISIC_0027591,1
ISIC_0033398,1
ISIC_0030288,1
ISIC_0027244,1
ISIC_0029712,1
ISIC_0066385,4
ISIC_0069189,1
ISIC_0033332,1
ISIC_0030820,1
ISIC_0058640,3
ISIC_0062821,0
ISIC_0055899,0
ISIC_0030967,1
ISIC_0059289,1
ISIC_0014366_downsampled,0
ISIC_0053523,4
ISIC_0060006,2
ISIC_0031709,0
ISIC_0028426,1
ISIC_0033231,1
ISIC_0060573,1
ISIC_0033617,1
ISIC_0029427,4
ISIC_0059865,2
ISIC_0025163,1
ISIC_0024500,1
ISIC_0027074,1
ISIC_0014648_downsampled,4
ISIC_0032071,1
ISIC_0026772,1
ISIC_0070276,1
ISIC_0054852,0
ISIC_0032538,6
ISIC_0064472,0
ISIC_0011169,0
ISIC_0070554,1
ISIC_0026546,1
ISIC_0027717,1
ISIC_0010441,0
ISIC_0033482,4
ISIC_0060305,4
ISIC_0066835,1
ISIC_0061921,0
ISIC_0064153,1
ISIC_0067863,4
ISIC_0065341,0
ISIC_0063214,1
ISIC_0015603_downsampled,1
ISIC_0026119,1
ISIC_0030123,4
ISIC_0059905,0
ISIC_0031235,1
ISIC_0026933,1
ISIC_0015464_downsampled,1
ISIC_0007235_downsampled,1
ISIC_0071819,1
ISIC_0024672,4
ISIC_0059562,2
ISIC_0028815,2
ISIC_0056819,0
ISIC_0025260,2
ISIC_0031579,1
ISIC_0068905,0
ISIC_0065251,1
ISIC_0031633,4
ISIC_0062979,1
ISIC_0028398,1
ISIC_0060021,2
ISIC_0059236,2
ISIC_0031103,6
ISIC_0032369,1
ISIC_0028768,1
ISIC_0029706,1
ISIC_0026467,6
ISIC_0032739,1
ISIC_0010332,1
ISIC_0027080,1
ISIC_0063476,1
ISIC_0024981,4
ISIC_0025936,1
ISIC_0031678,1
ISIC_0026393,6
ISIC_0027931,1
ISIC_0027350,0
ISIC_0029359,1
ISIC_0027256,6
ISIC_0065301,3
ISIC_0061605,5
ISIC_0072307,3
ISIC_0069316,4
ISIC_0027169,1
ISIC_0061423,4
ISIC_0027388,4
ISIC_0054486,1
ISIC_0034095,2
ISIC_0033055,0
ISIC_0066561,2
ISIC_0069195,3
ISIC_0030048,1
ISIC_0024800,3
ISIC_0063805,1
ISIC_0058717,4
ISIC_0026726,1
ISIC_0064403,1
ISIC_0068221,0
ISIC_0069873,0
ISIC_0030513,1
ISIC_0071051,1
ISIC_0066557,1
ISIC_0060104,0
ISIC_0015174_downsampled,1
ISIC_0062704,1
ISIC_0069109,2
ISIC_0010088,1
ISIC_0014869_downsampled,1
ISIC_0060401,2
ISIC_0071900,4
ISIC_0030281,0
ISIC_0055400,3
ISIC_0025974,1
ISIC_0031534,1
ISIC_0028730,7
ISIC_0027794,1
ISIC_0056967,0
ISIC_0059178,0
ISIC_0072584,3
ISIC_0069120,3
ISIC_0015939_downsampled,1
ISIC_0067840,1
ISIC_0033914,1
ISIC_0054669,1
ISIC_0070264,2
ISIC_0024419,1
ISIC_0030122,0
ISIC_0028909,1
ISIC_0028811,1
ISIC_0028335,7
ISIC_0024827,1
ISIC_0056996,5
ISIC_0057248,4
ISIC_0028846,4
ISIC_0032899,1
ISIC_0072897,2
ISIC_0026267,1
ISIC_0025456,1
ISIC_0072839,2
ISIC_0069312,4
ISIC_0062386,2
ISIC_0064524,3
ISIC_0025781,4
ISIC_0069362,2
ISIC_0025513,2
ISIC_0014974_downsampled,1
ISIC_0064714,2
ISIC_0031392,1
ISIC_0066862,1
ISIC_0060635,1
ISIC_0031995,1
ISIC_0065800,4
ISIC_0024514,1
ISIC_0027415,1
ISIC_0070778,0
ISIC_0069545,1
ISIC_0034041,1
ISIC_0013075_downsampled,1
ISIC_0060925,4
ISIC_0024336,4
ISIC_0072841,1
ISIC_0033767,1
ISIC_0054085,0
ISIC_0025204,1
ISIC_0029094,0
ISIC_0061590,1
ISIC_0008236_downsampled,1
ISIC_0033972,1
ISIC_0032283,4
ISIC_0073044,0
ISIC_0010006,1
ISIC_0025691,2
ISIC_0026929,1
ISIC_0061733,1
ISIC_0029229,1
ISIC_0025988,1
ISIC_0032396,0
ISIC_0030672,1
ISIC_0030757,5
ISIC_0033177,1
ISIC_0029960,1
ISIC_0025775,1
ISIC_0012351_downsampled,1
ISIC_0027117,2
ISIC_0065623,1
ISIC_0028331,4
ISIC_0031764,1
ISIC_0070245,4
ISIC_0026299,1
ISIC_0024522,7
ISIC_0068684,1
ISIC_0071907,2
ISIC_0000332,1
ISIC_0027064,4
ISIC_0063577,3
ISIC_0014393_downsampled,4
ISIC_0067539,0
ISIC_0025022,1
ISIC_0012959_downsampled,4
ISIC_0029853,1
ISIC_0067078,3
ISIC_0060264,1
ISIC_0070508,4
ISIC_0062479,7
ISIC_0065739,2
ISIC_0069163,2
ISIC_0014489_downsampled,0
ISIC_0065661,3
ISIC_0071381,2
ISIC_0070251,1
ISIC_0059987,0
ISIC_0026212,3
ISIC_0061634,1
ISIC_0065393,1
ISIC_0026814,1
ISIC_0053491,0
ISIC_0027850,4
ISIC_0024645,1
ISIC_0031226,4
ISIC_0033392,0
